row,columns,threads,user,elapsed,sys,pCPU
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.02,0.03,0.03,193%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.02,0.02,196%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.04,0.03,0.01,193%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.02,0.03,0.03,193%
5000,2000,2,0.01,0.03,0.04,193%
5000,2000,2,0.04,0.03,0.01,193%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.02,0.02,0.02,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.02,0.03,0.03,193%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.02,0.03,0.03,193%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.02,0.02,0.03,196%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.02,0.02,0.03,193%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.02,0.02,193%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.03,0.01,193%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.02,0.03,0.03,193%
5000,2000,2,0.02,0.03,0.03,193%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.02,0.03,0.03,193%
5000,2000,2,0.01,0.03,0.04,193%
5000,2000,2,0.04,0.03,0.01,196%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.03,0.01,193%
5000,2000,2,0.04,0.03,0.01,193%
5000,2000,2,0.04,0.03,0.01,193%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.04,0.03,0.01,193%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.02,0.03,0.03,193%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.02,0.03,0.03,193%
5000,2000,2,0.02,0.03,0.03,196%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.03,0.02,0.02,196%
5000,2000,2,0.03,0.02,0.02,193%
5000,2000,2,0.02,0.02,0.03,193%
5000,2000,2,0.02,0.02,0.02,193%
5000,2000,2,0.02,0.02,0.02,193%
5000,2000,2,0.04,0.02,0.01,196%
5000,2000,2,0.03,0.03,0.03,200%
5000,2000,2,0.04,0.03,0.01,193%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.02,0.03,0.03,193%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.02,0.02,0.02,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.01,0.02,0.04,200%
5000,2000,2,0.05,0.02,0.00,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.02,0.02,0.02,200%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.03,0.01,193%
5000,2000,2,0.03,0.03,0.01,193%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.02,0.03,0.03,196%
5000,2000,2,0.02,0.02,0.02,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.04,0.02,0.01,200%
5000,2000,2,0.02,0.02,0.02,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.04,0.02,0.01,200%
5000,2000,2,0.02,0.02,0.02,193%
5000,2000,2,0.03,0.02,0.02,196%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.03,0.02,0.01,200%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.04,0.03,0.01,196%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.04,0.03,0.01,193%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.01,0.03,0.04,193%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.04,0.02,0.01,200%
5000,2000,2,0.02,0.02,0.02,200%
5000,2000,2,0.02,0.03,0.03,193%
5000,2000,2,0.02,0.03,0.03,196%
5000,2000,2,0.02,0.03,0.03,193%
5000,2000,2,0.02,0.03,0.03,193%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.02,0.02,0.02,193%
5000,2000,2,0.03,0.02,0.02,193%
5000,2000,2,0.03,0.02,0.02,193%
5000,2000,2,0.02,0.02,0.03,193%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.03,0.02,0.02,193%
5000,2000,2,0.02,0.02,0.03,193%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.02,0.03,0.03,193%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.02,0.03,0.03,193%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.02,0.02,0.02,200%
5000,2000,2,0.03,0.02,0.01,200%
5000,2000,2,0.04,0.03,0.01,193%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.04,0.02,0.01,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.04,0.02,0.01,200%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.02,0.02,0.02,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.04,0.02,0.01,200%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.02,0.02,193%
5000,2000,2,0.02,0.02,0.03,193%
5000,2000,2,0.04,0.02,0.01,200%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.03,0.02,0.02,193%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.02,0.03,0.03,193%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.02,0.02,0.02,200%
5000,2000,2,0.02,0.03,0.03,193%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.02,0.03,0.03,196%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.04,0.02,0.01,200%
5000,2000,2,0.02,0.02,0.02,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.02,0.03,0.03,196%
5000,2000,2,0.04,0.03,0.01,193%
5000,2000,2,0.04,0.03,0.01,196%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.03,0.02,0.02,193%
5000,2000,2,0.03,0.02,0.02,193%
5000,2000,2,0.02,0.02,0.02,200%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.02,0.02,0.02,193%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.03,0.02,0.02,193%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.04,0.02,0.01,200%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.02,0.03,0.03,196%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.02,0.01,200%
5000,2000,2,0.02,0.02,0.02,193%
5000,2000,2,0.02,0.02,0.02,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.02,0.02,0.02,200%
5000,2000,2,0.02,0.02,0.02,193%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.02,0.02,0.03,196%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.02,0.03,0.03,193%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.02,0.03,0.03,196%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.02,0.03,0.03,193%
5000,2000,2,0.02,0.03,0.03,193%
5000,2000,2,0.02,0.03,0.03,193%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.04,0.02,0.01,200%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.01,0.03,0.04,193%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.02,0.02,0.02,200%
5000,2000,2,0.04,0.02,0.01,193%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.02,0.02,193%
5000,2000,2,0.04,0.03,0.01,193%
5000,2000,2,0.02,0.02,0.02,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.02,0.03,0.03,196%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.01,0.03,0.03,193%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.02,0.02,0.02,200%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.02,0.02,0.02,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.03,0.02,0.01,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.04,0.02,0.01,200%
5000,2000,2,0.04,0.02,0.01,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.02,0.02,0.02,193%
5000,2000,2,0.01,0.02,0.04,200%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.04,0.03,0.01,193%
5000,2000,2,0.01,0.03,0.03,193%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.02,0.01,200%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.02,0.02,0.02,200%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.03,0.02,0.01,200%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.02,0.02,0.02,200%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.02,0.02,0.02,200%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.02,0.03,0.03,193%
5000,2000,2,0.02,0.03,0.03,196%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.03,0.02,0.01,200%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.02,0.02,0.02,200%
5000,2000,2,0.02,0.02,0.02,200%
5000,2000,2,0.04,0.02,0.01,196%
5000,2000,2,0.02,0.03,0.03,193%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.02,0.03,0.03,193%
5000,2000,2,0.02,0.02,0.02,200%
5000,2000,2,0.04,0.03,0.01,193%
5000,2000,2,0.02,0.03,0.03,193%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.02,0.03,0.03,193%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.04,0.03,0.01,193%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.02,0.03,0.03,193%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.02,0.02,0.02,200%
5000,2000,2,0.02,0.02,0.03,193%
5000,2000,2,0.02,0.02,0.02,193%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.02,0.03,0.03,193%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.02,0.03,0.03,196%
5000,2000,2,0.02,0.03,0.03,193%
5000,2000,2,0.02,0.03,0.03,196%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.02,0.03,0.03,200%
5000,2000,2,0.02,0.03,0.03,200%
5000,2000,2,0.03,0.02,0.02,196%
5000,2000,2,0.02,0.02,0.03,193%
5000,2000,2,0.02,0.02,0.03,193%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.02,0.02,0.03,196%
5000,2000,2,0.03,0.02,0.02,193%
5000,2000,2,0.02,0.02,0.03,193%
5000,2000,2,0.02,0.02,0.03,196%
5000,2000,2,0.02,0.03,0.03,193%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.04,0.03,0.01,196%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.03,0.02,0.01,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.02,0.02,0.02,200%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.02,0.02,0.02,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.02,0.02,0.02,200%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.02,0.02,0.02,200%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.04,0.03,0.01,193%
5000,2000,2,0.02,0.03,0.02,193%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.02,0.02,0.02,200%
5000,2000,2,0.02,0.03,0.03,193%
5000,2000,2,0.04,0.02,0.01,200%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.02,0.02,0.03,200%
5000,2000,2,0.03,0.03,0.02,193%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.03,0.02,0.02,200%
5000,2000,2,0.03,0.03,0.02,196%
5000,2000,2,0.03,0.02,0.02,196%
5000,2000,2,0.02,0.02,0.02,193%
5000,2000,2,0.02,0.02,0.02,200%
5000,2000,2,0.04,0.02,0.01,200%
5000,2000,2,0.02,0.02,0.03,193%
