row,columns,threads,user,elapsed,sys,pCPU
10000,10000,8,0.78,0.19,0.58,709%
10000,10000,8,0.71,0.18,0.61,714%
10000,10000,8,0.71,0.18,0.60,715%
10000,10000,8,0.74,0.18,0.58,715%
10000,10000,8,0.80,0.18,0.52,715%
10000,10000,8,0.82,0.18,0.51,716%
10000,10000,8,0.75,0.18,0.57,715%
10000,10000,8,0.71,0.18,0.60,717%
10000,10000,8,0.79,0.18,0.54,716%
10000,10000,8,0.76,0.18,0.55,716%
10000,10000,8,0.77,0.18,0.54,716%
10000,10000,8,0.76,0.18,0.58,715%
10000,10000,8,0.77,0.18,0.54,714%
10000,10000,8,0.74,0.18,0.58,715%
10000,10000,8,0.75,0.18,0.58,717%
10000,10000,8,0.77,0.18,0.54,714%
10000,10000,8,0.71,0.18,0.60,714%
10000,10000,8,0.83,0.18,0.49,714%
10000,10000,8,0.78,0.18,0.54,715%
10000,10000,8,0.77,0.18,0.55,717%
10000,10000,8,0.78,0.18,0.53,713%
10000,10000,8,0.69,0.18,0.61,713%
10000,10000,8,0.75,0.18,0.55,716%
10000,10000,8,0.76,0.18,0.56,715%
10000,10000,8,0.76,0.18,0.56,712%
10000,10000,8,0.80,0.18,0.51,715%
10000,10000,8,0.78,0.18,0.54,716%
10000,10000,8,0.78,0.18,0.54,716%
10000,10000,8,0.74,0.18,0.57,715%
10000,10000,8,0.70,0.18,0.61,716%
10000,10000,8,0.77,0.18,0.56,714%
10000,10000,8,0.78,0.18,0.54,717%
10000,10000,8,0.82,0.18,0.49,714%
10000,10000,8,0.82,0.18,0.51,713%
10000,10000,8,0.78,0.18,0.54,715%
10000,10000,8,0.81,0.18,0.51,715%
10000,10000,8,0.80,0.18,0.52,713%
10000,10000,8,0.77,0.18,0.54,715%
10000,10000,8,0.75,0.18,0.59,711%
10000,10000,8,0.76,0.18,0.57,717%
10000,10000,8,0.75,0.18,0.57,716%
10000,10000,8,0.73,0.18,0.58,715%
10000,10000,8,0.76,0.18,0.56,717%
10000,10000,8,0.77,0.18,0.54,716%
10000,10000,8,0.79,0.18,0.52,714%
10000,10000,8,0.79,0.18,0.52,715%
10000,10000,8,0.79,0.18,0.51,714%
10000,10000,8,0.72,0.18,0.59,715%
10000,10000,8,0.75,0.18,0.56,717%
10000,10000,8,0.76,0.18,0.55,714%
10000,10000,8,0.79,0.18,0.53,715%
10000,10000,8,0.71,0.18,0.60,714%
10000,10000,8,0.77,0.18,0.53,715%
10000,10000,8,0.75,0.18,0.55,715%
10000,10000,8,0.76,0.18,0.55,711%
10000,10000,8,0.71,0.18,0.59,716%
10000,10000,8,0.70,0.18,0.60,713%
10000,10000,8,0.75,0.18,0.58,714%
10000,10000,8,0.78,0.18,0.52,713%
10000,10000,8,0.75,0.18,0.56,714%
10000,10000,8,0.75,0.18,0.56,712%
10000,10000,8,0.76,0.18,0.54,715%
10000,10000,8,0.74,0.18,0.56,715%
10000,10000,8,0.72,0.18,0.59,715%
10000,10000,8,0.78,0.18,0.52,715%
10000,10000,8,0.76,0.18,0.55,715%
10000,10000,8,0.74,0.18,0.56,710%
10000,10000,8,0.76,0.18,0.54,713%
10000,10000,8,0.75,0.18,0.55,713%
10000,10000,8,0.77,0.18,0.53,713%
10000,10000,8,0.74,0.18,0.56,711%
