A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
500,500,500,8,0.002,0.037,0.007,0.046
500,500,500,8,0.002,0.039,0.008,0.049
500,500,500,8,0.002,0.039,0.007,0.048
500,500,500,8,0.003,0.039,0.007,0.048
500,500,500,8,0.002,0.042,0.010,0.053
500,500,500,8,0.002,0.040,0.007,0.049
500,500,500,8,0.002,0.040,0.008,0.050
500,500,500,8,0.002,0.041,0.008,0.050
500,500,500,8,0.002,0.043,0.010,0.055
500,500,500,8,0.002,0.041,0.009,0.051
500,500,500,8,0.008,0.041,0.008,0.057
500,500,500,8,0.003,0.040,0.008,0.051
500,500,500,8,0.003,0.041,0.007,0.051
500,500,500,8,0.002,0.041,0.007,0.050
500,500,500,8,0.002,0.041,0.008,0.050
